"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"529","49","2111","[闇攻撃Lv1 DX]","闇ダメージ [35~45]~[53~83]","75","200","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"610","49","2112","[闇攻撃Lv1 ULT]","闇ダメージ [43~53]~[65~95]","75","300","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"262","50","2201","[HP吸収Lv1]","敵に与えたダメージの [1~2]％を HP吸収","25","13","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"263","50","2202","[HP吸収Lv2]","敵に与えたダメージの [3~4]％を HP吸収","20","33","","","","","","","","","","","","","","","●","","●","","●","","●","","●","","●","","●","●","","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"264","50","2203","[HP吸収Lv3]","敵に与えたダメージの [5~6]％を HP吸収","15","63","","","","","","","","","","","","","","","","","","","●","","","","●","","●","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"265","50","2204","[HP吸収Lv4]","敵に与えたダメージの 8％を HP吸収","10","73","","","","","","","","","","","","","","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"266","51","2301","[CPボーナスLv1]","CP獲得ボーナス [1~2]％","25","6","●","","●","●","●","","●","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"267","51","2302","[CPボーナスLv2]","CP獲得ボーナス [3~4]％","20","26","●","","●","●","","","","","●","●","","","","","●","●","●","","●","●","●","","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"268","51","2303","[CPボーナスLv3]","CP獲得ボーナス [5~6]％","15","46","●","","","","","","","","","●","","","","","●","","","","●","","","","●","","●","","●","●","","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"269","51","2304","[CPボーナスLv4]","CP獲得ボーナス 8％","10","66","","","","","","","","","","","","","","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"270","52","2401","[敵逃亡]","敵逃亡 [1~3]％","100","40","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"271","53","2402","[ノックアウト]","ノックアウト攻撃 +[5~10]％","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"272","54","2403","[即死Lv1]","即死攻撃 +1％","100","55","●","","●","","","","","","","●","","●","","","●","","●","","●","●","","●","●","","●","","●","●","","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"273","54","2404","[即死Lv2]","即死攻撃 +2％","100","75","","","","","","","","","","●","","","","","","","","","●","","","","","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"274","55","2405","[武器破壊Lv1]","武器破壊攻撃 +[1~3]％(5秒)","100","20","●","","●","●","●","●","","","●","●","","●","","","●","●","●","","●","●","●","●","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","●"
"275","55","2406","[武器破壊Lv2]","武器破壊攻撃 +[3~5]％(5秒)","100","50","●","","●","","","","","","","●","","","","","","","","","●","●","●","","●","","●","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"276","56","2407","[防具破壊Lv1]","鎧破壊攻撃 +[1~3]％(5秒)","100","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"277","56","2408","[防具破壊Lv2]","鎧破壊攻撃 +[3~5]％(5秒)","100","30","●","","●","●","●","","●","●","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"278","57","2409","[コールドLv1]","コールド攻撃 +[1~3]％([1~2]秒)","50","22","●","","●","●","●","●","","","●","●","","●","","","●","●","●","","●","●","●","●","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","●"
"279","57","2410","[コールドLv2]","コールド攻撃 +[3~5]％([2~3]秒)","50","44","●","","●","","","","","","","●","","","","","","","","","●","●","●","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"280","58","2411","[フリーズLv1]","フリーズ攻撃 +2％(1秒)","50","33","●","","●","●","●","●","","","●","●","","●","","","●","●","●","","●","●","●","●","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","●"
"281","58","2412","[フリーズLv2]","フリーズ攻撃 +3％(1秒)","50","55","●","","●","","","","","","","●","","","","","","","","","●","●","●","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"282","59","2414","[暗闇]","目くらまし攻撃 +[1~3]％(1秒)","100","4","●","","●","●","●","","●","●","●","●","","●","","●","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"283","60","2415","[スタン]","スタン攻撃 +2％(1秒)","80","65","","","●","","","","","","●","","","","","","","","","","●","●","●","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"284","61","2416","[石化Lv1]","石化攻撃 +2％(1秒)","50","18","●","","●","●","●","","","","●","●","","●","","","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"285","61","2417","[石化Lv2]","石化攻撃 +3％(1秒)","50","38","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"286","62","2418","[混乱Lv1]","混乱攻撃 +[1~3]％(1秒)","100","12","●","","●","●","●","","","","●","●","","●","","●","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"287","62","2419","[混乱Lv2]","混乱攻撃 +[3~5]％([1~2]秒)","100","24","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"288","63","2420","[眠り]","睡眠攻撃 +[1~3]％(2秒)","100","13","●","","●","●","●","","","●","●","●","","●","","","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"289","64","2421","[魅了Lv1]","チャーミング攻撃 +[1~3]％(2秒)","100","47","●","","●","","","","","","","","","●","","","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"290","64","2422","[魅了Lv2]","チャーミング攻撃 +[3~5]％(2秒)","100","74","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"291","65","2423","[ターゲット固定]","優先ターゲット攻撃 +[3~5]％([5~10]秒)","100","37","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"292","66","2424","[知能低下]","AI低下攻撃 +[3~5]％([2~3]秒)","50","16","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"293","67","2425","[狂気]","ベルセルク攻撃 +[3~5]％([2~3]秒)","50","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"294","68","3101","[火属性抵抗Lv1]","火属性抵抗 +[5~10]％","100","3","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"295","68","3102","[火属性抵抗Lv2]","火属性抵抗 +[11~15]％","90","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"296","68","3103","[火属性抵抗Lv3]","火属性抵抗 +[16~20]％","80","15","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"297","68","3104","[火属性抵抗Lv4]","火属性抵抗 +[21~30]％","70","27","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"298","68","3105","[火属性抵抗Lv5]","火属性抵抗 +[31~40]％","60","43","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"299","68","3106","[火属性抵抗Lv6]","火属性抵抗 +[41~50]％","50","63","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"530","68","3107","[火抵抗Lv1 DX]","火属性抵抗 +[45~60]％","40","213","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"611","68","3108","[火抵抗Lv1 ULT]","火属性抵抗 +[50~75]％","40","313","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"300","69","3201","[水属性抵抗Lv1]","水属性抵抗 +[5~10]％","100","4","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"301","69","3202","[水属性抵抗Lv2]","水属性抵抗 +[11~15]％","90","8","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"302","69","3203","[水属性抵抗Lv3]","水属性抵抗 +[16~20]％","80","16","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"303","69","3204","[水属性抵抗Lv4]","水属性抵抗 +[21~30]％","70","28","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"304","69","3205","[水属性抵抗Lv5]","水属性抵抗 +[31~40]％","60","44","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"305","69","3206","[水属性抵抗Lv6]","水属性抵抗 +[41~50]％","50","64","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"531","69","3207","[水抵抗Lv1 DX]","水属性抵抗 +[45~60]％","40","214","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"612","69","3208","[水抵抗Lv1 ULT]","水属性抵抗 +[50~75]％","40","314","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"306","70","3301","[風属性抵抗Lv1]","風属性抵抗 +[5~10]％","100","5","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"307","70","3302","[風属性抵抗Lv2]","風属性抵抗 +[11~15]％","90","9","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"308","70","3303","[風属性抵抗Lv3]","風属性抵抗 +[16~20]％","80","17","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"309","70","3304","[風属性抵抗Lv4]","風属性抵抗 +[21~30]％","70","29","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"310","70","3305","[風属性抵抗Lv5]","風属性抵抗 +[31~40]％","60","45","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"311","70","3306","[風属性抵抗Lv6]","風属性抵抗 +[41~50]％","50","65","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"532","70","3307","[風抵抗Lv1 DX]","風属性抵抗 +[45~60]％","40","215","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"613","70","3308","[風抵抗Lv1 ULT]","風属性抵抗 +[50~75]％","40","315","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"312","71","3401","[土属性抵抗Lv1]","大地属性抵抗 +[5~10]％","100","6","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"313","71","3402","[土属性抵抗Lv2]","大地属性抵抗 +[11~15]％","90","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"314","71","3403","[土属性抵抗Lv3]","大地属性抵抗 +[16~20]％","80","18","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"315","71","3404","[土属性抵抗Lv4]","大地属性抵抗 +[21~30]％","70","30","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"316","71","3405","[土属性抵抗Lv5]","大地属性抵抗 +[31~40]％","60","46","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"317","71","3406","[土属性抵抗Lv6]","大地属性抵抗 +[41~50]％","50","66","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"533","71","3407","[土抵抗Lv1 DX]","大地属性抵抗 +[45~60]％","40","216","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"614","71","3408","[土抵抗Lv1 ULT]","大地属性抵抗 +[50~75]％","40","316","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"318","72","3501","[光属性抵抗Lv1]","光属性抵抗 +[5~10]%","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"319","72","3502","[光属性抵抗Lv2]","光属性抵抗 +[11~15]%","90","11","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"320","72","3503","[光属性抵抗Lv3]","光属性抵抗 +[16~20]%","80","19","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"321","72","3504","[光属性抵抗Lv4]","光属性抵抗 +[21~30]%","70","31","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"322","72","3505","[光属性抵抗Lv5]","光属性抵抗 +[31~40]%","60","47","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"323","72","3506","[光属性抵抗Lv6]","光属性抵抗 +[41~50]%","50","67","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"534","72","3507","[光抵抗Lv1 DX]","光属性抵抗 +[45~60]%","40","217","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"615","72","3508","[光抵抗Lv1 ULT]","光属性抵抗 +[50~75]%","40","317","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"324","73","3601","[闇属性抵抗Lv1]","闇属性抵抗 +[5~10]％","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"325","73","3602","[闇属性抵抗Lv2]","闇属性抵抗 +[11~15]％","90","11","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"326","73","3603","[闇属性抵抗Lv3]","闇属性抵抗 +[16~20]％","80","19","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"327","73","3604","[闇属性抵抗Lv4]","闇属性抵抗 +[21~30]％","70","31","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"328","73","3605","[闇属性抵抗Lv5]","闇属性抵抗 +[31~40]％","60","47","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"329","73","3606","[闇属性抵抗Lv6]","闇属性抵抗 +[41~50]％","50","67","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"535","73","3607","[闇抵抗Lv1 DX]","闇属性抵抗 +[45~60]％","40","217","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"616","73","3608","[闇抵抗Lv1 ULT]","闇属性抵抗 +[50~75]％","40","317","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"330","74","3701","[全属性抵抗Lv1]","全ての属性抵抗 +[2~4]％","100","8","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"331","74","3702","[全属性抵抗Lv2]","全ての属性抵抗 +[5~10]％","50","24","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"332","74","3703","[全属性抵抗Lv3]","全ての属性抵抗 +[11~20]％","25","48","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"333","74","3704","[全属性抵抗Lv4]","全ての属性抵抗 +[21~30]％","10","80","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"536","74","3705","[全抵抗Lv1 DX]","全ての属性抵抗 +[31~40]％","40","280","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"617","74","3706","[全抵抗Lv1 ULT]","全ての属性抵抗 +[41~50]％","40","380","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"922","74","30077","[ソラ]","全ての属性抵抗 +60％","100","0","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"334","75","3801","[火属性吸収Lv1]","火属性ダメージ吸収 [5~10]％","75","37","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"335","75","3802","[火属性吸収Lv2]","火属性ダメージ吸収 [11~20]％","50","73","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"537","75","3821","[火吸収Lv1 DX]","火属性ダメージ吸収 [15~25]％","40","253","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"618","75","3831","[火吸収Lv1 ULT]","火属性ダメージ吸収 [25~40]％","40","353","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"336","76","3803","[水属性吸収Lv1]","水属性ダメージ吸収 [5~10]％","75","38","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"337","76","3804","[水属性吸収Lv2]","水属性ダメージ吸収 [11~20]％","50","74","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"538","76","3822","[水吸収Lv1 DX]","水属性ダメージ吸収 [15~25]％","40","254","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"619","76","3832","[水吸収Lv1 ULT]","水属性ダメージ吸収 [25~40]％","40","354","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","77","3805","[風属性吸収Lv1]","風属性ダメージ吸収 [5~10]％","75","39","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"339","77","3806","[風属性吸収Lv2]","風属性ダメージ吸収 [11~20]％","50","75","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"539","77","3823","[風吸収Lv1 DX]","風属性ダメージ吸収 [15~25]％","40","255","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","77","3833","[風吸収Lv1 ULT]","風属性ダメージ吸収 [25~40]％","40","355","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","78","3807","[土属性吸収Lv1]","大地属性ダメージ吸収 [5~10]％","75","40","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"341","78","3808","[土属性吸収Lv2]","大地属性ダメージ吸収 [11~20]％","50","76","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","78","3824","[土吸収Lv1 DX]","大地属性ダメージ吸収 [15~25]％","40","256","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"621","78","3834","[土吸収Lv1 ULT]","大地属性ダメージ吸収 [25~40]％","40","356","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342","79","3809","[光属性吸収Lv1]","光属性ダメージ吸収 [5~10]％","75","41","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"343","79","3810","[光属性吸収Lv2]","光属性ダメージ吸収 [11~20]％","50","77","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"541","79","3825","[光吸収Lv1 DX]","光属性ダメージ吸収 [15~25]％","40","257","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"622","79","3835","[光吸収Lv1 ULT]","光属性ダメージ吸収 [25~40]％","40","357","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344","80","3811","[闇属性吸収Lv1]","闇属性ダメージ吸収 [5~10]％","75","41","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"345","80","3812","[闇属性吸収Lv2]","闇属性ダメージ吸収 [11~20]％","50","77","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
