"id","name","type","begin_year","begin_month","begin_day","end_year","end_month","end_day","str_unknown1","unknown1","str_unknown2","unknown2_0","unknown2_1","unknown2_2","unknown2_3","str_progress","unknown2_69","unknown2_70","unknown2_71","unknown2_72","has_extra","unknown2_74","unknown2_75","unknown2_76","unknown2_77","unknown2_78","unknown2_79","text1","text2","text3","text4","text5","text6","extra_0","extra_1","extra_2","extra_3","extra_4","extra_5","extra_6","extra_7","extra_8","extra_9","extra_10","extra_11","extra_12","extra_13","extra_14","extra_15"
"677","死の入り口で","0","0","0","0","0","0","0","","2","傭兵ドライデン","0","0","50","9999","","511","36911","0","26","0","0","0","0","0","0","0","field 323;
npc 323 '傭兵ガラントゥル'
_codeEnd
小都市ビッグアイにいる <c:GREEN>傭兵ドライデン<n>が、失踪した仲間の<c:GREEN>傭兵ガラントゥル<n>を探してほしいと言ってきた。<c:GREEN>傭兵ガラントゥル<n>の行方は、ウェテンロード / ケルチ大橋付近で何か分かるらしい。","field 322;
monster 322 '骸骨剣士'
item 10 '骸骨剣士の骨'
_codeEnd
ウェテンロード / ケルチ大橋付近にいた<c:GREEN>傭兵ガラントゥル<n>が、ウェテンロード / デフヒルズ東部地域にいる<c:CTPURPLE>冷酷トゥールボ<n>の部下である<c:CTPURPLE>骸骨剣士<n>を倒し、<c:GOLDYELLOW>骸骨剣士の骨<n> 10本集め、<c:CTPURPLE>冷酷トゥールボ<n>を呼び出して退治して欲しいという。まずは、<c:GOLDYELLOW>骸骨剣士の骨<n> 10本集めよう。","field 322;
monster 322 '冷酷トゥールボ'
item 10 '骸骨剣士の骨'
item 1 '冷酷トゥールボの頭蓋骨'
_codeEnd
<c:GOLDYELLOW>骸骨剣士の骨<n> 10本をすべて手に入れた。この周辺で<c:GREEN>冷酷トゥールボ<n>を呼び出せそうな場所があるはずだ。そこに行って<c:CTPURPLE>冷酷トゥールボ<n>を呼び出したら退治しよう。","field 323;
npc 323 '傭兵ガラントゥル'
item 1 '冷酷トゥールボの頭蓋骨'
_codeEnd
<c:CTPURPLE>冷酷トゥールボ<n>を退治し、<c:GOLDYELLOW>冷酷トゥールボの頭蓋骨<n>を手に入れた。ウェテンロードのケルチ大橋付近にいる <c:GREEN>傭兵ガラントゥル<n>のところに戻ろう。","field 374;
npc 374 '傭兵ドライデン'
_codeEnd
小都市ビッグアイにいる <c:GREEN>傭兵ドライデン<n>の所に戻って、<c:GREEN>傭兵ガラントゥル<n>の話を伝えよう。","","","","","","","","","","","","","","","","",""
"678","裏切り者に罰を","0","0","0","0","0","0","0","","2","奇人キーレン","0","0","100","9999","","511","36911","0","26","0","0","0","0","0","0","0","field 74;
npc 74 '商人グワン'
_codeEnd
港街ブリッジヘッドの<c:GREEN>奇人キーレン<n>が言った通りに、盗品ブローカーの<c:GREEN>商人グワン<n>のところに行って、<c:GOLDYELLOW>禁断の香<n>をもらおう。","field 138;
item 5 '空虚の草'
_codeEnd
<c:CTPURPLE>中毒者カーボン<n>を誘い出すために必要な <c:GOLDYELLOW>禁断の香<n>の材料である <c:GOLDYELLOW>空虚の草<n>を手に入れて来なければならない。<c:GOLDYELLOW>空虚の草<n>は、トワイライト滝　Ｂ３で手に入るそうだ。","field 74;
npc 74 '商人グワン'
item 5 '空虚の草'
_codeEnd
<c:GOLDYELLOW>空虚の草<n> 5個をすべて手に入れた。港街ブリッジヘッドにいる <c:GREEN>商人グワン<n>の所に戻ろう。","field 104;
item 1 '盗品'
item 1 '禁断の香'
monster 104 '中毒者カーボン'
_codeEnd
麻薬巣窟　Ｂ３にあるカーボンの部屋に行って、カーボンの香炉に<c:GOLDYELLOW>禁断の香<n>を振り掛けよう。お香の匂いで誘い出された<c:CTPURPLE>中毒者カーボン<n>を倒し、<c:GOLDYELLOW>盗品<n>を取り戻さなくてはならない。","field 74;
npc 74 '奇人キーレン'
item 1 '盗品'
_codeEnd
<c:CTPURPLE>中毒者カーボン<n>を倒して、<c:GOLDYELLOW>盗品<n>を取り戻した。港街ブリッジヘッドの<c:GREEN>奇人キーレン<n>のところに戻ろう。","","","","","","","","","","","","","","","","",""
"679","粗末な野望の粉砕","0","0","0","0","0","0","0","","2","塩商人ジャレン","0","0","150","9999","","511","36911","0","26","0","0","0","0","0","0","0","field 142;
npc 142 'アーウィン'
_codeEnd
大きな町 バリアートの <c:GREEN>塩商人ジャレン<n>が、ソルティケーブを掌握した <c:CTPURPLE>大王ココス<n>を討伐するために旅立った討伐隊員の一人である<c:GREEN>アーウィン<n>を手助けし、<c:CTPURPLE>大王ココス<n>を倒してほしいと頼んできた。討伐隊員の<c:GREEN>アーウィン<n>は、ソルティケーブ　１Ｆにいるようだ。まずは、<c:GREEN>アーウィン<n>を探そう。","field 143;
monster 143 'ケーブ族'
monster 143 'ケーブ族リーダー'
item 8 'ケーブ族の薬'
_codeEnd
討伐隊員の<c:GREEN>アーウィン<n>を治療する薬を持っている<c:CTPURPLE>ケーブ族<n>を倒して、<c:GOLDYELLOW>ケーブ族の薬<n>を8個手に入れよう。","field 142;
npc 142 'アーウィン'
item 8 'ケーブ族の薬'
_codeEnd
<c:CTPURPLE>ケーブ族<n>から、<c:GOLDYELLOW>ケーブ族の薬<n> 8個すべて手に入れた。ソルティケーブ　１Ｆにいる討伐隊員の<c:GREEN>アーウィン<n>の所に戻ろう。","field 143;
monster 143 'ケーブ族'
monster 143 'ケーブ族リーダー'
monster 143 '大王ココス'
_codeEnd
今度は、ソルティケーブ　１Ｆに行って、<c:CTPURPLE>ケーブ族<n>が、<c:CTPURPLE>大王ココス<n>を呼び出すまで退治しよう。<c:CTPURPLE>大王ココス<n>が現れたら、倒さなければならない。","field 310;
item 1 'ココスの仮面'
npc 310 '塩商人ジャレン'
_codeEnd
ソルティケーブ　１Ｆで、<c:CTPURPLE>大王ココス<n>を倒して、<c:GOLDYELLOW>ココスの仮面<n>を手に入れた。大きな町 バリアートにいる<c:GREEN>塩商人ジャレン<n>の所に戻ろう。","","","","","","","","","","","","","","","","",""
"680","闇の陰謀","0","0","0","0","0","0","0","","2","魔法師ナジェル","0","0","200","9999","","511","36911","0","26","0","0","0","0","0","0","0","field 204;
npc 204 '偵察者ロック'
_codeEnd
魔法都市スマグの<c:GREEN>魔法師ナジェル<n>が、秘密決死隊の陰謀を明らかにするために派遣した<c:GREEN>偵察者ロック<n>を訪ねよう。<c:GREEN>偵察者ロック<n>は、<c:LTYELLOW>ヘムクロス高原 / 高原南部地域<n>にいるようだ。","field 204;
monster 204 'ブランク'
_codeEnd
<c:CTPURPLE>ブランク<n>を倒して、秘密決死隊の本拠地に行くための手がかりを手に入れよう。<c:CTPURPLE>ブランク<n>は、ヘムクロス高原 / 高原南部地域によく出没するらしい。","field 204;
npc 204 '偵察者ロック'
item 1 '空間移動のルーン'
_codeEnd
<c:CTPURPLE>ブランク<n>を倒して、<c:GOLDYELLOW>空間移動のルーン<n>を手に入れた。<c:GREEN>偵察者ロック<n>の所へ戻ろう。","field 205;
item 1 '空間移動のルーン'
_codeEnd
<c:GOLDYELLOW>空間移動のルーン<n>を持って、ヘムクロス高原 / アラク湖付近に移動しよう。アラク湖付近のどこかで魔力を発生させている物を探し、<c:CTPURPLE>魔法師アドボック<n>が秘密の儀式を行う場所まで行って儀式を阻止したら、<c:CTPURPLE>魔法師アドボック<n>を倒そう。","field 214;
npc 214 '魔法師ナジェル'
_codeEnd
<c:CTPURPLE>魔法師アドボック<n>を倒して、秘密決死隊の闇の陰謀を阻止した。魔法都市スマグにいる<c:GREEN>魔法師ナジェル<n>所に戻ろう。","","","","","","","","","","","","","","","","",""
"681","とても危険な実験","0","0","0","0","0","0","0","","2","研修生ハベイン","100","9999","100","9999","","511","4111","0","23","0","0","0","0","0","0","0","field 367;
monster 367 'ビッグクラブ'
item 15 '綺麗な砂'
_codeEnd
魔法都市スマグの<c:GREEN>研修生ハベイン<n>が、錬金術の実験に使う道具であるガラス管を作る時に必要な<c:GOLDYELLOW>綺麗な砂<n>を 15個手に入れて来てほしいと言ってきた。<c:GOLDYELLOW>綺麗な砂<n>は、南フォーリンロード / シュトラセラト西部地域の白浜にいる<c:CTPURPLE>ビッグクラブ<n>から手に入れることができるようだ。","field 214;
item 15 '綺麗な砂'
npc 214 '研修生ハベイン'
_codeEnd
<c:GOLDYELLOW>綺麗な砂<n> 15個をすべて手に入れた。魔法都市スマグにいる<c:GREEN>研修生ハベイン<n>の所に戻ろう。","field 44;
monster 44 'ロックゴーレム'
item 10 '煌く石炭'
_codeEnd
魔法都市スマグの<c:GREEN>研修生ハベイン<n>が、錬金術の実験に必要な材料である<c:GOLDYELLOW>煌く石炭<n>を 10個手に入れて来てほしいと言ってきた。<c:GOLDYELLOW>煌く石炭<n>は、廃坑　Ｂ８にいる<c:CTPURPLE>ロックゴーレム<n>から手に入れることができるようだ。","field 214;
item 10 '煌く石炭'
npc 214 '研修生ハベイン'
_codeEnd
<c:GOLDYELLOW>煌く石炭<n> 10個をすべて手に入れた。魔法都市スマグにいる<c:GREEN>研修生ハベイン<n>の所に戻ろう。","field 322;
monster 322 'ファイヤーオーク'
item 1 '発火のかけら'
_codeEnd
魔法都市スマグの<c:GREEN>研修生ハベイン<n>が、錬金術の実験に必要な最後の材料である<c:GOLDYELLOW>発火のかけら<n> 1個を手に入れて来てほしいと言ってきた。<c:GOLDYELLOW>発火のかけら<n>は、ウェテンロード / デフヒルズ東部地域にいる<c:CTPURPLE>ファイヤーオーク<n>から手に入れることができるようだ。","field 214;
item 1 '発火のかけら'
npc 214 '研修生ハベイン'
_codeEnd
<c:GOLDYELLOW>発火のかけら<n>を手に入れた。魔法都市スマグにいる<c:GREEN>研修生ハベイン<n>の所に戻ろう。","","","","","","","","","","","","","","","",""
"682","風の舞","0","0","0","0","0","0","0","","2","メリルダ","150","9999","150","9999","","511","8207","0","23","0","0","0","0","0","0","0","field 437;
item 1 '透明な氷の結晶'
_codeEnd
ロマ村 ビスルの<c:GREEN>メリルダ<n>が、<c:GOLDYELLOW>透明な氷の結晶<n>を手に入れてほしいと頼んできた。<c:GOLDYELLOW>透明な氷の結晶<n>は、ゴリマ沼地にある水の神獣の島に立つ<c:LTRED>水の神獣の石像<n>に隠されているという。水の神獣の島は、ゴリマ沼地の奇妙な場所から行けるそうだ。","field 340;
npc 340 'メリルダ'
item 1 '透明な氷の結晶'
_codeEnd
<c:GOLDYELLOW>透明な氷の結晶<n>を手に入れた。ロマ村 ビスルにいる<c:GREEN>メリルダ<n>のところに戻ろう。","field 159;
item 1 '湧き上がる火炎の薬瓶'
monster 159 '火炎の守護者'
_codeEnd
ロマ村 ビスルの<c:GREEN>メリルダ<n>が、<c:GOLDYELLOW>湧き上がる火炎の薬瓶<n>を手に入れてほしいと頼んできた。<c:GOLDYELLOW>湧き上がる火炎の薬瓶<n>を手に入れるためには、まず魔法傭兵の墓に行き、<c:LTRED>壁に打ち付けられた骸骨<n>から隠されたアジトに入ろう。隠されたアジトにいる<c:CTPURPLE>火炎の守護者<n>から手に入れることができるようだ。","field 340;
npc 340 'メリルダ'
item 1 '湧き上がる火炎の薬瓶'
_codeEnd
<c:GOLDYELLOW>湧き上がる火炎の薬瓶<n>を手に入れた。ロマ村 ビスルにいる<c:GREEN>メリルダ<n>のところに戻ろう。","field 207;
item 1 '大地の息吹'
monster 207 '大地の番人'
_codeEnd
ロマ村 ビスルの<c:GREEN>メリルダ<n>が、<c:GOLDYELLOW>大地の息吹<n>を手に入れてほしいと頼んできた。<c:GOLDYELLOW>大地の息吹<n>は、タトバ山頂上登山路の<c:LTRED>大地の広場<n>という場所にいる<c:CTPURPLE>大地の番人<n>から手に入れることができるようだ。","field 340;
npc 340 'メリルダ'
item 1 '大地の息吹'
_codeEnd
<c:CTPURPLE>大地の番人<n>から<c:GOLDYELLOW>大地の息吹<n>を手に入れた。ロマ村 ビスルにいる<c:GREEN>メリルダ<n>のところに戻ろう。","","","","","","","","","","","","","","","",""
"683","闇に落ちし者","0","0","0","0","0","0","0","","2","錬金術師バルモン","200","9999","200","9999","","511","12303","0","23","0","0","0","0","0","0","0","field 364;
monster 364 '闇の邪術師'
item 1 '縮んだ黒い心臓'
_codeEnd
砂漠村リンケンにいる <c:GREEN>錬金術師バルモン<n>が、不死の霊薬を作るために必要な材料である<c:GOLDYELLOW>縮んだ黒い心臓<n>を手に入れてほしいと頼んできた。 <c:GOLDYELLOW>縮んだ黒い心臓<n>は、デフヒルズの<c:LTYELLOW>闇の地<n>にいる<c:CTPURPLE>闇の邪術師<n>から手に入れることができるという。","field 171;
npc 171 '錬金術師バルモン'
item 1 '縮んだ黒い心臓'
_codeEnd
<c:GOLDYELLOW>縮んだ黒い心臓<n>を手に入れた。砂漠村リンケンにいる<c:GREEN>錬金術師バルモン<n>のところに戻ろう。","field 134;
item 5 '黒い血液'
_codeEnd
砂漠村リンケンにいる <c:GREEN>錬金術師バルモン<n>が、不死の霊薬を作るために必要な2つ目の材料 <c:GOLDYELLOW>黒い血液<n>を 5つ手に入れてほしいと頼んできた。 <c:GOLDYELLOW>黒い血液<n>は、壊れた道で手に入れることができるという。","field 171;
npc 171 '錬金術師バルモン'
item 5 '黒い血液'
_codeEnd
<c:GOLDYELLOW>黒い血液<n> 5個をすべて手にいれた。砂漠村リンケンにいる<c:GREEN>錬金術師バルモン<n>のところに戻ろう。","field 436;
item 5 'カリゴの草露'
_codeEnd
砂漠村リンケンにいる<c:GREEN>錬金術師バルモン<n>が、不死の霊薬を作るために必要な最後の材料である <c:GOLDYELLOW>カリゴの草露<n>を5つを手に入れてほしいと頼んできた。 <c:GOLDYELLOW>カリゴの草露<n>は、蒸留器を利用すれば手に入るという。カリゴの草露は、ナラダ平原の沼地帯 / ノーススワンプにあるという。","field 171;
npc 171 '錬金術師バルモン'
item 5 'カリゴの草露'
_codeEnd
<c:GOLDYELLOW>カリゴの草露<n> 5つをすべて手にいれた。 砂漠村リンケンにいる<c:GREEN>錬金術師バルモン<n>のところに戻ろう。","","","","","","","","","","","","","","","",""
"684","大地を鎮めろ！","0","0","0","0","0","0","0","","2","錬金術師ハテル","250","9999","250","9999","","511","16399","0","23","0","0","0","0","0","0","0","field 232;
value 'スウェブタワーの魔力を探知し、数値を確認してくる %d/1'
_codeEnd
ヘムクロス高原 / アラク湖付近にいる <c:GREEN>錬金術師ハテル<n>が、スウェブタワー　１Ｆに行き、<c:GOLDYELLOW>魔力探知機<n>で魔力を探知し、その数値を確認してきてほしいと頼んできた。スウェブタワー　１Ｆの <c:LTYELLOW>魔力動力機<n>がある場所で魔力を探知することができるという。","field 205;
npc 205 '錬金術師ハテル'
value 'スウェブタワーの魔力を探知し、数値を確認してくる 1/1'
_codeEnd
<c:GOLDYELLOW>魔力探知機<n>でスウェブタワーの魔力を探知し、数値を確認した。<c:GREEN>錬金術師ハテル<n>のところに戻ろう。","field 267;
item 10 '清浄な神水'
monster 267 'キャストアイ'
monster 267 'メロウ'
monster 267 'メロウマウラー'
_codeEnd
ヘムクロス高原/アラク湖付近にいる <c:GREEN>錬金術師ハテル<n>が、河口ダンジョン　'ラ'　Ｂ２にいるモンスターから、<c:GOLDYELLOW>清浄な神水<n>を10個を手に入れてほしいと頼んできた。","field 205;
item 10 '清浄な神水'
npc 205 '錬金術師ハテル'
_codeEnd
<c:GOLDYELLOW>清浄な神水<n> 10個をすべ集めた。ヘムクロス高原/アラク湖付近にる <c:GREEN>錬金術師ハテル<n>のところに戻ろう。","field 205;
item 1 '暴雨の秘薬'
_codeEnd
<c:GREEN>錬金術師ハテル<n>が作った<c:GOLDYELLOW>暴雨の秘薬<n>を持って、アラク湖の北側に向かおう。そこで、アラク湖に向かって<c:GOLDYELLOW>暴雨の秘薬<n>を投げ、アラク湖の水量を増やさなければならない。","field 205;
npc 205 '錬金術師ハテル'
_codeEnd
アラク湖に<c:GOLDYELLOW>暴雨の秘薬<n>を投げた。アラク湖の水量が増え、ヘムクロス高原の高度が再び正常に戻った。<c:GREEN>錬金術師ハテル<n>のところに戻ろう。","","","","","","","","","","","","","","","",""
"685","悲劇的な復讐","0","0","0","0","0","0","0","","2","ケイノビ爺さん","40","9999","40","9999","","511","36911","0","32","0","0","0","0","0","0","0","field 68;
value 'ケイノビ爺さんの孫探し'
monster 68 '黒い刃盗賊団員'
_codeEnd
鉱山町ハノブにいる <c:GREEN>ケイノビ爺さん<n>が、<c:CTPURPLE>黒い刃盗賊団<n>に誘拐された孫を探してほしいと頼んできた。<c:CTPURPLE>黒い刃盗賊団<n>は、鉄の道 / ハノブ入口付近の<c:LTYELLOW>黒い刃盗賊団アジト<n>にいるそうだ。そこに行って、<c:GREEN>ケイノビ爺さん<n>の孫 パディアナを探そう。もしも、すでに亡くなっていたとしても、パディアナの痕跡を探し出そう。","field 36;
value 'ケイノビ爺さんの孫探し'
item 1 'パディアナのネックレス'
npc 36 'ケイノビ爺さん'
_codeEnd
<c:LTYELLOW>黒い刃盗賊団アジト<n>で、<c:GREEN>ケイノビ爺さん<n>の孫 パディアナの亡骸を見つけた。鉱山町ハノブの <c:GREEN>ケイノビ爺さん<n>のもとに戻って伝えよう。","field 68;
value '黒い刃盗賊団員の討伐 %d/20'
item 20 '黒い刃盗賊団の証'
_codeEnd
鉱山町ハノブの<c:GREEN>ケイノビ爺さん<n>が、鉄の道 / ハノブ入口付近にいる <c:LTYELLOW>黒い刃盗賊団アジト<n>に行き、<c:CTPURPLE>黒い刃盗賊団<n> 20名を倒して、その証明として <c:GOLDYELLOW>黒い刃盗賊団の証<n> 20個を持ってきてほしいと頼んできた。","field 68;
value '黒い刃盗賊団員 %d/20'
item 20 '黒い刃盗賊団の証'
item 1 'ロアンの証'
_codeEnd
<c:GOLDYELLOW>黒い刃盗賊団の証<n> 20個を手に入れたら、<c:CTPURPLE>ロアン<n>を倒そう。<c:CTPURPLE>黒い刃盗賊団<n>を倒していくとボスである<c:CTPURPLE>ロアン<n>が現れるはずだ。<c:CTPURPLE>ロアン<n>を倒して、<c:GOLDYELLOW>ロアンの証<n>を手に入れよう。","field 36;
value '黒い刃盗賊団員 %d/20'
item 20 '黒い刃盗賊団の証'
item 1 'ロアンの証'
npc 36 'ケイノビ爺さん'
_codeEnd
<c:GOLDYELLOW>黒い刃盗賊団の証<n>と<c:GOLDYELLOW>ロアンの証<n>をすべて手にいれた。鉱山町ハノブにいる<c:GREEN>ケイノビ爺さん<n>のところに戻ろう。","","","","","","","","","","","","","","","","",""
"686","老いた剣士の教え","0","0","0","0","0","0","0","","2","クモール","80","9999","80","9999","","511","36911","0","32","0","0","0","0","0","0","0","field 154;
item 10 '空っぽの水筒'
item 10 '水の入った水筒'
_codeEnd
オアシス都市アリアンの <c:GREEN>クモール<n>に、西プラトン街道 / アリアン東部地域に行き、<c:GOLDYELLOW>空っぽの水筒<n> 10個にサボテンの水を入れて <c:GOLDYELLOW>水の入った水筒<n> 10個にしてくるように言われた。それから、サボテンの棘に気をつけるようにと言われた。","field 193;
npc 193 'クモール'
item 10 '水の入った水筒'
_codeEnd
サボテンの水を入れて <c:GOLDYELLOW>空っぽの水筒<n> 10個を <c:GOLDYELLOW>水の入った水筒<n>にした。オアシス都市アリアンにいる<c:GREEN>クモール<n>のところに戻ろう。","field 155;
monster 155 'ガーゴイル'
item 20 'ガーゴイルの羽'
_codeEnd
オアシス都市アリアンの<c:GREEN>クモール<n>に、ガディウス大砂漠 / リンケン北部地域で商人たちを襲撃する<c:CTPURPLE>ガーゴイル<n>を倒して、その証拠として<c:GOLDYELLOW>ガーゴイルの羽<n> 20個を持ってくるように言われた。<c:CTPURPLE>ガーゴイル<n>は、ガーゴイル出没地域でよく見かけることができるという。","field 193;
npc 193 'クモール'
item 20 'ガーゴイルの羽'
_codeEnd
ガディウス大砂漠/リンケン北部地域で商人たちを襲撃する <c:CTPURPLE>ガーゴイル<n>を倒して、<c:GOLDYELLOW>ガーゴイルの羽<n> 20個を手に入れた。オアシス都市アリアンにいる<c:GREEN>クモール<n>のところに戻ろう。","field 169;
monster 169 'ソウルイーター'
item 1 'ソウルイーターの玉'
_codeEnd
オアシス都市アリアンの<c:GREEN>クモール<n>に、ガディウス大砂漠 / デフヒルズ北側で悪名高い <c:CTPURPLE>ソウルイーター<n>を倒して、<c:GOLDYELLOW>ソウルイーターの玉<n>を持ってくるように言われた。<c:CTPURPLE>ソウルイーター<n>は、荒れ地あたりによく現れるそうだ。","field 193;
npc 193 'クモール'
item 1 'ソウルイーターの玉'
_codeEnd
ガディウス大砂漠 / デフヒルズ北側で悪名高い <c:CTPURPLE>ソウルイーター<n>を倒して、<c:GOLDYELLOW>ソウルイーターの玉<n>を手に入れた。オアシス都市アリアンの <c:GREEN>クモール<n>のところに戻ろう。","","","","","","","","","","","","","","","",""
"687","海賊に奪われし名剣","0","0","0","0","0","0","0","","2","カルリコ","120","9999","120","9999","","511","36911","0","32","0","0","0","0","0","0","0","field 310;
npc 310 'ハーコン'
_codeEnd
港街ブリッジヘッドの<c:GREEN>カルリコ<n>に、一本足の海賊王モーガンに奪われたカルリコの剣を取り戻すために送った部下 <c:GREEN>ハーコン<n>を訪ねるように言われた。 <c:GREEN>ハーコン<n>は、大きな町 バリアートにいるそうだ。","field 295;
monster 295 'カントバ'
_codeEnd
大きな町バリアートの<c:GREEN>ハーコン<n>が、自分を攻撃し、怪我をさせて逃げた海賊団の生き残り <c:CTPURPLE>カントバ<n>を倒して、彼が持っている物を持ってきてほしいと頼んできた。<c:CTPURPLE>カントバ<n>は、ソゴム山脈　赤山登山路の <c:LTYELLOW>赤い滝<n>付近に潜伏しているという。","field 310;
npc 310 'ハーコン'
value '海賊団のアジトに行くための探し物'
item 1 '神秘のかけら'
_codeEnd
ソゴム山脈　赤山登山路の <c:LTYELLOW>赤い滝<n>で、海賊団の生き残り <c:CTPURPLE>カントバ<n>を倒して、<c:GOLDYELLOW>神秘のかけら<n>を手にいれた。大きな町バリアートの<c:GREEN>ハーコン<n>のところに戻ろう。","field 300;
value 'アボモン浜辺で、海賊団のアジトへの行き方調査'
_codeEnd
<c:CTPURPLE>カントバ<n>から手に入れた<c:GOLDYELLOW>神秘のかけら<n>を使用し、海賊団のアジトへの行き方を調べなければいけない。オロイン森の<c:LTYELLOW>アボモン浜辺<n>にいる巨大な魚の石像がとても怪しいそうだ。","field 300;
value '海賊団のアジトでカルリコの剣探し'
_codeEnd
オロイン森のアボモン浜辺にある巨大な魚の石像を通じて、海賊団のアジトに潜入した。 <c:GOLDYELLOW>カルリコの剣<n>を探し出さないといけない。海賊団のアジトには、<c:CTPURPLE>海賊の亡霊<n>たちと<c:CTPURPLE>一本足の海賊王モーガンの亡霊<n>がいるという。","field 74;
item 1 'カルリコの剣'
npc 74 'カルリコ'
_codeEnd
海賊団のアジトで <c:CTPURPLE>一本足の海賊王モーガンの亡霊<n>が持っていた <c:GOLDYELLOW>カルリコの剣<n>を取り戻した。港街ブリッジヘッドの <c:GREEN>カルリコ<n>のところに戻ろう。","","","","","","","","","","","","","","","",""
"688","聖騎士団の大剣","0","0","0","0","0","0","0","","2","アクス","160","9999","160","9999","","511","36911","0","32","0","0","0","0","0","0","0","field 263;
monster 263 'リザードトルーパ'
monster 263 'リザードキリング'
item 30 'ベラリタン金属'
_codeEnd
神聖都市アウグスタの <c:GREEN>アクス<n>が、不祥事の果てに消えた聖騎士団の大剣を作るために必要な金属材料である <c:GOLDYELLOW>ベラリタン金属<n>を手に入れてきてほしいと頼んできた。 <c:GOLDYELLOW>ベラリタン金属<n>は、河口ダンジョン　'レ'　Ｂ１の <c:CTPURPLE>リザードトルーパ<n>と <c:CTPURPLE>リザードキリング<n>が持っているという。","field 71;
item 30 'ベラリタン金属'
npc 71 'アクス'
_codeEnd
河口ダンジョン　'レ'　Ｂ１で、<c:GOLDYELLOW>ベラリタン金属<n> 30個をすべて集めた。神聖都市アウグスタの <c:GREEN>アクス<n>のところに戻ろう。","field 436;
item 15 'プラミンの木'
_codeEnd
神聖都市アウグスタの <c:GREEN>アクス<n>が、<c:GOLDYELLOW>ベリタン金属<n>を製錬する時に使う <c:GOLDYELLOW>プラミンの木<n>を手に入れてほしいと頼んできた。 <c:GOLDYELLOW>プラミンの木<n>は、ナラダ平原の沼地帯 / ノーススワンプの <c:LTYELLOW>プラミンの木 生育地<n>で手に入れることができるという。","field 71;
item 15 'プラミンの木'
npc 71 'アクス'
_codeEnd
ナラダ平原の沼地帯 / ノーススワンプの <c:LTYELLOW>プラミンの木 生育地<n>で、<c:GOLDYELLOW>プラミンの木<n> 15本を手にいれた。神聖都市アウグスタの<c:GREEN>アクス<n>のところに戻ろう。","field 144;
item 1 'テボランの宝石'
monster 144 'テボラン'
_codeEnd
神聖都市アウグスタの<c:GREEN>アクス<n>が、聖騎士団の大剣に必要な <c:GOLDYELLOW>テボランの宝石<n>を手に入れてほしいと頼んできた。 <c:GOLDYELLOW>テボランの宝石<n>は、ソルティケーブ　Ｂ１の <c:LTYELLOW>魔の地<n>にいる <c:CTPURPLE>テボラン<n>が持っているという。","field 71;
item 1 'テボランの宝石'
npc 71 'アクス'
_codeEnd
ソルティケーブ　Ｂ１の <c:LTYELLOW>魔の地<n>で、<c:CTPURPLE>テボラン<n>を倒して、<c:GOLDYELLOW>テボランの宝石<n>を手に入れた。神聖都市アウグスタの <c:GREEN>アクス<n>のところに戻ろう。","","","","","","","","","","","","","","","",""
"689","伝説の闘士","0","0","0","0","0","0","0","","2","クーベル","0","0","200","9999","","511","47","0","255","0","0","0","0","0","0","0","field 370;
npc 370 'パードマン'
item 1 '決闘大会の招待チケット'
_codeEnd
港街シュトラセラトの <c:GREEN>クーベル<n>が、売ってしまった自分の槍 <c:GOLDYELLOW>ザブエルベラン<n>を取り戻してほしいと頼んできた。 <c:GOLDYELLOW>ザブエルベラン<n>は、北フォーリンロード / 西リットリン半島で開かれる決闘大会の賞品になっているらしい。 <c:GREEN>クーベル<n>にもらった <c:GOLDYELLOW>決闘大会の招待チケット<n>を持って <c:LTYELLOW>決闘大会 参加受付<n>の <c:GREEN>パードマン<n>のところに行こう。","field 370;
npc 370 '決闘場管理人ピン'
_codeEnd
<c:GREEN>決闘場管理人ピン<n>と話して決闘に参加しよう。","field 370;
npc 370 '決闘場管理人ピン'
_codeEnd
<c:GREEN>決闘場管理人ピン<n>と話して決闘に参加しよう。","field 370;
npc 370 '決闘場管理人ピン'
_codeEnd
<c:GREEN>決闘場管理人ピン<n>と話して決闘に参加しよう。","field 370;
npc 370 '決闘場管理人ピン'
_codeEnd
<c:GREEN>決闘場管理人ピン<n>と話して決闘に参加しよう。","決闘大会で優勝した。優勝賞品の <c:GOLDYELLOW>ザブエルベラン<n>をもらって、港街シュトラセラトにいる <c:GREEN>クーベル<n>のところに戻ろう。","","","","","","","","","","","","","","","",""
